transaction_id,customer_id,amount,timestamp,merchant
70dfad7d-28ed-4a07-a281-ba15c1632166,C76250,156.11,2026-03-29T08:11:19.299645,STORE_2
e1f64182-41b1-441e-b89c-3df0ac5fe90e,C21395,73.32,2026-03-30T08:11:19.299673,STORE_50
734befd2-22a6-43dc-b87b-76bc7aa7b2cb,C28202,123.85,2026-03-31T08:11:19.299698,STORE_32
f3505491-1f65-443d-9e8c-d856e853bbda,C35764,481.5,2026-03-27T08:11:19.299722,STORE_49
a9bfc837-1b80-4d80-8c7d-1015d294d25f,C97479,6.97,2026-03-27T08:11:19.299746,STORE_32
a5a01885-19c5-481c-9122-6a752909dd87,C99088,370.26,2026-03-26T08:11:19.299771,STORE_35
7479a9db-2246-489c-985f-c2f68eff4ae4,C72439,144.71,2026-03-27T08:11:19.299816,STORE_1
72d6e167-52e7-481b-9df3-3f7baa04ac9f,C88390,257.67,2026-03-30T08:11:19.299865,STORE_45
3a81e14c-c650-4ad2-80c0-d327454c1e03,C82397,198.02,2026-03-27T08:11:19.299906,STORE_13
07498b79-a9b7-4288-882b-115e72ce0a94,C61089,367.79,2026-03-26T08:11:19.300012,STORE_16
2a12d447-9744-497f-abee-c2d34ff21e24,C64431,498.1,2026-03-30T08:11:19.300043,STORE_33
efc024cb-2a29-4be5-90a8-b0a970b51aff,C34345,-14.47,2026-03-31T08:11:19.300069,STORE_39
1bdbec09-8402-4c09-b95f-f6abf6b8cf46,C77877,94.1,2026-03-30T08:11:19.300093,STORE_45
c3b13114-a3f0-4392-b9ae-ea1dc1a532d5,C79140,339.93,2026-03-30T08:11:19.300141,STORE_15
7cdd0bad-0010-4984-89dd-6361dbff4774,C41402,-48.85,2026-03-29T08:11:19.300175,STORE_30
4880c009-d09b-4581-a0a3-c39750248e26,C52111,443.45,2026-03-28T08:11:19.300214,STORE_29
12212c93-8d32-44e1-bd61-4a2186d9ae8a,C64809,227.5,2026-03-31T08:11:19.300240,STORE_32
9689ca3f-562a-4fc4-9810-cc9d2f7111b6,C15786,308.24,2026-03-29T08:11:19.300274,STORE_45
ee98ad33-6a57-4d60-9242-4c4b79403ef5,C75726,264.26,2026-03-28T08:11:19.300313,STORE_21
fb52b1d2-8f5a-426e-b4a6-55d7c90de689,C16551,384.94,2026-03-30T08:11:19.300339,STORE_2
88357e2e-6dd5-49dd-ae02-81a4289bf59c,C82459,-14.8,2026-03-27T08:11:19.300363,STORE_23
b7eaa290-f16d-4d4a-bd3e-0bdc77997d8f,C37880,-35.64,2026-03-29T08:11:19.300387,STORE_29
a242c414-0b85-48ad-ac23-6da6b8ed791a,C52312,492.85,2026-03-26T08:11:19.300411,STORE_42
935aefc8-1fab-4a33-a125-179020cdebff,C34228,427.04,2026-03-31T08:11:19.300441,STORE_25
f503e54b-a6e5-4558-9734-cc40f15cd83e,C51574,81.61,2026-03-29T08:11:19.300479,STORE_12
f0289215-94cf-4534-9795-35ed6e7b0dc2,C41337,395.81,2026-03-29T08:11:19.300504,STORE_22
de7e6206-8beb-4323-8de8-041152ddfe07,C18090,140.98,2026-03-29T08:11:19.300527,STORE_5
88ab9302-9881-41af-8355-8326a56a6eb5,C59899,493.8,2026-03-31T08:11:19.300551,STORE_29
2a7dca24-ec93-4296-bee1-14793688b5e3,C63487,388.74,2026-03-30T08:11:19.300575,STORE_44
231ecc90-3cf0-4595-b58b-d1313fe37f6f,C28603,62.61,2026-03-30T08:11:19.300602,STORE_6
29c65176-034e-475b-93fb-be3b22ffdbd7,C49202,442.9,2026-03-28T08:11:19.300625,STORE_37
fe33a078-2a60-4d70-92a6-9e9431bc2e6e,C21261,382.87,2026-03-28T08:11:19.300652,STORE_43
efd547ab-d349-4547-9097-530edd4788c7,C41490,321.22,2026-03-28T08:11:19.300682,STORE_13
38c0c0aa-b471-4852-af36-3091a7f5c1c4,C38574,121.83,2026-03-27T08:11:19.300705,STORE_43
e4e1117a-4c11-4b29-bf28-0b968a86e6c0,C87830,333.21,2026-03-29T08:11:19.300729,STORE_48
a1c6d42f-12ce-465e-90bb-722fa75fdad5,C28481,405.77,2026-03-28T08:11:19.300752,STORE_48
53fcdd90-0f8c-44cd-93a9-fc44e4d43f99,C32556,71.6,2026-03-28T08:11:19.300775,STORE_36
66e8c64d-3f52-43e0-b329-2d70440e8001,C19845,92.06,2026-03-31T08:11:19.300800,STORE_31
4785dfac-5c4d-4f0f-acd1-2328b1e352aa,C41842,305.95,2026-03-30T08:11:19.300823,STORE_8
a878216c-106a-474c-aeeb-08adbe1a40e7,C81287,234.17,2026-03-30T08:11:19.300847,STORE_30
827e4915-a987-4588-bae8-6baefc9ddeb2,C69371,372.07,2026-03-26T08:11:19.300878,STORE_13
61668dee-249b-4a39-8d9b-9b0effc72999,C66549,251.0,2026-03-28T08:11:19.300917,STORE_4
e6ab5986-68fc-4376-9a29-ffbf92af8fcb,C21739,493.02,2026-03-28T08:11:19.300961,STORE_36
4e19e9cc-763a-4f75-8dc5-2fa93f9b2bcf,C99557,16.91,2026-03-30T08:11:19.301011,STORE_6
6b7aca4e-98bc-4255-9165-7067c6f1ec5a,C77302,399.92,2026-03-26T08:11:19.301062,STORE_18
46464e99-b6a2-4f9c-a1b3-6abac2deb290,C76467,296.93,2026-03-30T08:11:19.301115,STORE_21
c5159d2d-cd11-49f5-a12b-84ca2b1e2503,C97609,144.73,2026-03-30T08:11:19.301163,STORE_14
2e51f585-9e68-4ab9-b14e-c1ba06b4efc1,C43002,368.02,2026-03-27T08:11:19.301210,STORE_36
ff16c422-314a-4c55-8127-5d8576c85220,C80735,418.64,2026-03-31T08:11:19.301255,STORE_22
028d83c7-cc24-4e10-827e-05bdafdce230,C54569,-24.69,2026-03-31T08:11:19.301294,STORE_13
6ed39e22-f969-4e62-80a5-a976199434a9,C97442,24.65,2026-03-30T08:11:19.301319,STORE_4
d69705fc-fe63-4221-8871-6357f2897cd2,C59865,308.77,2026-03-29T08:11:19.301343,STORE_49
d9b3fd13-d533-4042-bf89-8a3da91a9aa6,C17340,484.67,2026-03-26T08:11:19.301368,STORE_3
c782a32c-706d-496e-88de-9be3845b5116,C56618,-48.77,2026-03-29T08:11:19.301392,STORE_49
7b3dfa55-e858-41b4-8888-f23648ba4122,C35055,30.91,2026-03-27T08:11:19.301416,STORE_22
bba2e48d-4944-40f6-b812-806f4083824f,C56770,421.72,2026-03-27T08:11:19.301440,STORE_45
79fd2d70-632a-43d0-9216-c14617cdb664,C82529,302.22,2026-03-26T08:11:19.301466,STORE_23
c5519d66-8bdf-41f8-8f9a-1940d142ee51,C57209,320.8,2026-03-28T08:11:19.301501,STORE_20
3d6079a7-5b30-47ee-93ef-037985cb76e5,C59225,290.68,2026-03-26T08:11:19.301558,STORE_37
e659936f-eb91-4fe0-9a5d-551583b0965a,C39441,24.87,2026-03-26T08:11:19.301619,STORE_43
0ed71fe5-45af-4279-91ee-e8c095435b5f,C50160,278.01,2026-03-30T08:11:19.301662,STORE_29
401006a4-3466-4e0a-a989-bd3f5bf5f2aa,C78382,82.57,2026-03-28T08:11:19.301718,STORE_49
54f84f2f-c9f2-402e-aa5e-2821fac2a86f,C11696,197.57,2026-03-31T08:11:19.301758,STORE_12
c008a493-847b-4b35-ac26-7782769bc0b6,C99884,215.44,2026-03-31T08:11:19.301784,STORE_5
fadd9a8c-3da5-4a2c-a59a-a8cf66617587,C44156,274.52,2026-03-27T08:11:19.301808,STORE_35
cfd720fb-80a3-4138-bf72-2a629a1558db,C31498,121.14,2026-03-30T08:11:19.301834,STORE_29
3a34eaa6-76e0-4768-ac30-84b1c5ca0c3d,C72768,-22.16,2026-03-26T08:11:19.301859,STORE_46
1169c30a-0c53-4abf-beea-5cd5d76a29d0,C12716,458.53,2026-03-29T08:11:19.301883,STORE_44
12afd4fc-216d-4350-a73e-409de1be82d9,C50957,70.77,2026-03-28T08:11:19.301907,STORE_17
c775926d-0d27-496b-bcc2-69c233b96507,C37858,-13.91,2026-03-27T08:11:19.301931,STORE_10
610d9013-36f5-4da1-8463-b1bf36413319,C40839,144.89,2026-03-31T08:11:19.301955,STORE_3
3640b49c-6ecd-48b2-88e5-dee8ebb24d5a,C80262,-29.34,2026-03-30T08:11:19.301979,STORE_20
34ebc1e5-fa0c-47bc-a865-324f8d728bf8,C36199,125.91,2026-03-28T08:11:19.302002,STORE_24
c8d5d8f1-69a9-4c08-a38e-9ae75fb1ce5f,C48620,415.05,2026-03-28T08:11:19.302026,STORE_35
1eb598d7-2b31-4e79-9595-810121c8ae52,C12645,268.26,2026-03-26T08:11:19.302050,STORE_31
4fa460e9-8374-4e56-b3ae-2f59438742fd,C88821,283.0,2026-03-26T08:11:19.302074,STORE_9
8180fa6f-9f93-4d18-bc57-8a78e4d4815c,C84945,430.67,2026-03-31T08:11:19.302097,STORE_39
659aec5b-d271-4b06-a51e-170ac086cfd2,C59352,395.47,2026-03-31T08:11:19.302121,STORE_29
24c0d8d9-ecc7-4405-99a4-1e7a37893b07,C57879,32.34,2026-03-29T08:11:19.302236,STORE_14
4056945d-997c-46e1-b0d8-2f187d756e05,C18558,360.68,2026-03-28T08:11:19.302274,STORE_4
94ad07fe-130b-4a64-ae2f-8f3cf54d3254,C66728,237.59,2026-03-30T08:11:19.302300,STORE_39
b2c4516f-f14f-4754-913e-df2b46c268ee,C42757,341.3,2026-03-30T08:11:19.302345,STORE_33
b6bb4d36-b793-4994-83c1-7f295a3d8575,C23919,-17.5,2026-03-27T08:11:19.302393,STORE_20
ca30a529-e2eb-4788-a81e-033218c96f03,C49015,-0.65,2026-03-31T08:11:19.302711,STORE_8
1377509e-3cce-4534-bc3a-57d89bc0477a,C89557,407.69,2026-03-26T08:11:19.302775,STORE_7
5b8b843f-9a04-4d26-bda6-87792c564d54,C33455,288.66,2026-03-29T08:11:19.302823,STORE_30
b3df6377-7927-466f-94b9-c1982de10bec,C47325,468.64,2026-03-29T08:11:19.302866,STORE_34
e7c455c4-9333-456b-9e89-d17f1d3d37f6,C86414,338.82,2026-03-27T08:11:19.302909,STORE_24
7ae4f6a6-769a-4c3d-8b3d-b2c90ccfea4c,C12797,454.97,2026-03-28T08:11:19.302966,STORE_24
91a3ae4a-15df-4c0a-99d1-0afede77627a,C88258,235.67,2026-03-29T08:11:19.303042,STORE_8
16b43837-d9f3-430d-b8d0-2fc54f9ece87,C38468,364.63,2026-03-27T08:11:19.303088,STORE_33
3c9b585a-5045-4190-a0fe-5b8d476d0133,C98039,312.72,2026-03-30T08:11:19.303178,STORE_43
a82bd7c2-9607-4aa7-9556-aed24a953c67,C94839,89.09,2026-03-28T08:11:19.303236,STORE_2
6a517911-93aa-4156-ac0e-47cf165cbf77,C79945,437.76,2026-03-26T08:11:19.303294,STORE_4
3091f2c2-a741-4c69-b440-aac3fcd04914,C58070,391.32,2026-03-29T08:11:19.303318,STORE_50
e078e255-9228-4884-85cc-8654399f90ac,C21345,167.08,2026-03-28T08:11:19.303342,STORE_46
ff2ede8a-edae-4d81-b85a-94f9e895ce4e,C64905,224.7,2026-03-26T08:11:19.303375,STORE_45
b5e9d820-5fa8-458c-916d-ed96860fe77a,C24325,166.93,2026-03-30T08:11:19.303408,STORE_10
02b5daa7-ac88-4daf-ac8b-bdd148dd3df5,C92947,418.51,2026-03-28T08:11:19.303433,STORE_36
8195cb00-019f-48ac-be38-48db994036fc,C91409,35.58,2026-03-31T08:11:19.303457,STORE_20
cb5e438b-aa33-418a-bb87-8ad7c29d34df,C51448,-38.23,2026-03-27T08:11:19.303480,STORE_9
d8952053-bc65-47f1-bab7-4036e6eb0234,C34137,412.82,2026-03-29T08:11:19.303504,STORE_28
310c7420-4694-446c-b5de-11f1358d7928,C24265,111.11,2026-03-28T08:11:19.303532,STORE_41
e3066774-7681-4dfd-b6b8-d3a2fde280a6,C29190,314.72,2026-03-31T08:11:19.303566,STORE_42
27b34a3c-ea4d-4b22-b59e-dc7a501274b8,C35300,180.55,2026-03-28T08:11:19.303590,STORE_27
dd177b91-6121-4558-b51e-05efbfb510a6,C82164,275.68,2026-03-31T08:11:19.303614,STORE_15
93e6e7c8-d468-4eb7-9e08-d9d3063f26c0,C24473,425.58,2026-03-31T08:11:19.303640,STORE_25
47823845-8f79-4af5-9aac-8afb9e31d009,C80912,372.05,2026-03-26T08:11:19.303674,STORE_14
54f3f1ee-79df-4f5f-839a-9e995db73121,C36620,394.41,2026-03-28T08:11:19.303711,STORE_26
c8369f95-fd7d-4696-9b5a-478997389f37,C17400,226.82,2026-03-29T08:11:19.303763,STORE_11
78e85949-2720-4660-9da5-76782fa64f91,C82978,-27.99,2026-03-27T08:11:19.303794,STORE_23
f006c4da-fb70-4615-ad4d-f6b59c4efc4c,C66699,109.33,2026-03-28T08:11:19.303817,STORE_33
7e55dfda-f682-4674-8f71-ad173e3dad71,C44483,136.06,2026-03-27T08:11:19.303841,STORE_28
5c33dc13-6a70-44ab-90da-ce30fce5f6ba,C34546,12.32,2026-03-31T08:11:19.303865,STORE_16
c7b81b35-4c78-41a1-bc3b-f21b99ac3d78,C39266,333.92,2026-03-29T08:11:19.303888,STORE_3
88d73ca3-45d4-4f87-aea2-8cdc7ff968ea,C59006,-15.33,2026-03-29T08:11:19.303911,STORE_39
0d87d7d3-0cf2-489f-b637-7f0b062aa43c,C84999,338.5,2026-03-30T08:11:19.303935,STORE_16
1350bcec-f673-4554-96bb-397fa5eb1572,C15283,65.31,2026-03-31T08:11:19.303958,STORE_37
021a2c2b-ba9c-4681-9ee6-00d0be0cd8cf,C23488,390.71,2026-03-30T08:11:19.303983,STORE_49
4de80c65-196a-489a-acb6-336a10400410,C27509,268.95,2026-03-26T08:11:19.304009,STORE_27
5aa3edd0-797a-4700-a574-d6de011e97e9,C31925,11.3,2026-03-29T08:11:19.304033,STORE_22
e1ac5513-75c5-49e0-b81b-0ba4d03c8cee,C77798,36.84,2026-03-27T08:11:19.304057,STORE_38
d04b7fcf-da9c-4683-af17-a7c9027c7bda,C44496,244.78,2026-03-29T08:11:19.304080,STORE_40
99895cad-869a-4141-b9d9-06113ed8757a,C17659,255.14,2026-03-26T08:11:19.304103,STORE_47
f342a12a-a272-41f1-b019-1e640e4dd41f,C97558,283.62,2026-03-27T08:11:19.304126,STORE_42
61ad8911-ed5b-49a5-864b-e306a944d9dd,C11183,413.99,2026-03-27T08:11:19.304149,STORE_44
4ed3c049-f162-4783-b5d8-0c3d650563fa,C70241,409.35,2026-03-27T08:11:19.304172,STORE_20
df7f44a3-2577-4b34-867c-10da827930d5,C19176,424.85,2026-03-26T08:11:19.304195,STORE_6
d0720e74-b748-4dbd-a14b-b8dbeebe60c4,C16517,332.68,2026-03-31T08:11:19.304218,STORE_26
b82557a6-81ac-49e6-b1d9-46a07af1072a,C19180,45.18,2026-03-29T08:11:19.304241,STORE_36
91285b0b-d9c0-4132-9771-33ca6e26e345,C63157,491.65,2026-03-30T08:11:19.304264,STORE_15
3b5ec4ed-4152-46fe-afc4-002170f680a2,C57093,225.9,2026-03-30T08:11:19.304287,STORE_18
dcaaf099-a0d3-4927-b944-525421d599c2,C94120,316.8,2026-03-31T08:11:19.304310,STORE_40
bc2e7a8b-a33d-4ab7-8394-e1c9a1150c47,C49017,442.42,2026-03-30T08:11:19.304338,STORE_5
7735a0a0-3c98-4d04-9880-36bd1f6849a5,C14841,16.09,2026-03-29T08:11:19.304414,STORE_48
6fae568d-3d44-4ddc-a38e-78e57d488b21,C36732,323.74,2026-03-31T08:11:19.304452,STORE_2
76ed4d7c-26b7-420a-861c-3b4117e1a0af,C40926,27.83,2026-03-29T08:11:19.304479,STORE_10
3b2711a2-b99c-4c44-af71-728d792b64a1,C87352,-45.4,2026-03-27T08:11:19.304505,STORE_12
7952c673-1d58-4327-a19f-273b310ef676,C99997,295.2,2026-03-30T08:11:19.304531,STORE_16
41f4a096-d295-4b7c-82be-b61270bbb816,C31206,453.59,2026-03-30T08:11:19.304555,STORE_40
3b1d8151-fa3f-4983-8b3c-fd2bed553df0,C88937,-16.75,2026-03-27T08:11:19.304580,STORE_16
d92feac1-c47b-4664-975b-fbcb68cc4d0d,C79268,482.71,2026-03-28T08:11:19.304621,STORE_48
9bfbb0e2-44e1-49f6-acb9-417d0ffd1134,C67047,96.99,2026-03-29T08:11:19.304648,STORE_17
ae05878d-8029-4664-8872-51336d02509e,C69876,457.78,2026-03-31T08:11:19.304672,STORE_34
1ad2cb24-0c5d-4ac5-816c-b4c7b707413d,C96278,10.16,2026-03-31T08:11:19.304695,STORE_35
399c9ad9-8066-40ae-aa51-90daea984d17,C85217,95.9,2026-03-29T08:11:19.304718,STORE_47
3233229e-6808-46b1-a0a2-b404ac7a3755,C11444,174.62,2026-03-31T08:11:19.304741,STORE_38
103c098d-98a5-44c5-b727-6b26620e107a,C14101,328.47,2026-03-26T08:11:19.304764,STORE_26
0aaef8c3-2c51-4f92-9547-bfda9ade6c25,C73546,498.34,2026-03-28T08:11:19.304787,STORE_21
3a216cae-68a1-4bc1-be77-2f02021532b0,C62308,162.29,2026-03-27T08:11:19.304811,STORE_36
ee327ff7-64cd-42a4-a984-f8f019ab8c55,C47393,451.38,2026-03-31T08:11:19.304834,STORE_24
a377d67d-2462-48ee-b969-98f191d64c49,C34253,322.4,2026-03-29T08:11:19.304856,STORE_6
a305a2e0-3091-4258-8190-116abc341345,C73323,396.46,2026-03-29T08:11:19.304879,STORE_36
6950b382-03d8-4b24-a165-8a69897f16d4,C54002,57.59,2026-03-28T08:11:19.304902,STORE_34
d98927db-488e-4d05-ae7c-35f8d4473006,C64816,148.81,2026-03-30T08:11:19.304926,STORE_41
f56fe9b8-f924-4f79-ae80-fa46354fa998,C98050,29.09,2026-03-27T08:11:19.304949,STORE_11
b0f0cb22-8316-4ada-8054-74a28c49112d,C44818,466.11,2026-03-29T08:11:19.304972,STORE_47
fe78f966-ab51-4582-a109-3a98b3fe8edf,C91199,95.61,2026-03-31T08:11:19.304996,STORE_22
9a37dd08-ddec-4bef-8b95-759c9d99b9d1,C24928,386.23,2026-03-27T08:11:19.305019,STORE_39
6865067c-b4f9-4823-817b-75ad6c46823d,C11005,40.74,2026-03-30T08:11:19.305042,STORE_14
dc686ddb-a62c-4ef6-93ca-436291ebd90e,C12407,140.59,2026-03-27T08:11:19.305065,STORE_16
3a51f596-a4c7-4ee7-9564-3bbe0d6b7f36,C91157,259.03,2026-03-26T08:11:19.305088,STORE_22
0fef280a-3852-4e7b-9afb-07d2a4dca174,C89090,483.6,2026-03-30T08:11:19.305111,STORE_28
ed57da2b-ffad-4830-8847-bffa8b46db76,C53260,462.84,2026-03-29T08:11:19.305135,STORE_9
8d905afb-20fb-4a11-bc76-ab9c12a4c483,C85667,424.18,2026-03-26T08:11:19.305158,STORE_24
c0ab1a07-c2be-4ff0-8b5f-3ba61febdd9a,C64074,77.17,2026-03-29T08:11:19.305182,STORE_36
f83b079e-880c-4d14-8a9c-b1f0c4fbf984,C63056,160.84,2026-03-28T08:11:19.305205,STORE_22
c121f90e-077d-4f2e-b0ee-4770c8e6dd44,C61978,120.26,2026-03-31T08:11:19.305234,STORE_7
c8a79993-b87d-41ec-b81b-d0bcbb8dd797,C99647,-27.19,2026-03-29T08:11:19.305270,STORE_50
c710a6d0-d739-4aab-b426-f6fdc52ec025,C79454,109.31,2026-03-31T08:11:19.305294,STORE_28
d74d4346-ec84-4536-b7eb-89b64ca1441f,C56368,45.41,2026-03-28T08:11:19.305317,STORE_21
e6982b12-0205-491e-ad2a-199f3c0b58e5,C25568,467.0,2026-03-31T08:11:19.305340,STORE_5
c13cbd30-0eec-42f4-88b9-d61f17f6871c,C22088,-1.69,2026-03-28T08:11:19.305365,STORE_45
798f825a-795e-4d63-96f7-5197c1e134c1,C84054,387.68,2026-03-27T08:11:19.305388,STORE_38
67e94ded-37c5-4647-9837-49935180f65e,C78886,118.08,2026-03-30T08:11:19.305411,STORE_38
0384b22d-e4b5-4ff1-9a67-66239e31d621,C37179,461.46,2026-03-27T08:11:19.305435,STORE_34
e885a3a9-5c17-4f8e-a6a7-6addbdd4c34b,C57416,235.58,2026-03-29T08:11:19.305458,STORE_25
9e0bce06-f813-4eba-aedc-dd7b52330d1a,C19369,-33.5,2026-03-29T08:11:19.305483,STORE_11
91d5c19c-f36f-4848-8a8c-f2e60e528185,C70984,64.64,2026-03-27T08:11:19.305516,STORE_2
30683ebb-e2d0-4f5e-9d4a-4a3f165cccb3,C93843,257.17,2026-03-27T08:11:19.305541,STORE_19
